!	1880
墓碑	80
墓穴	52
墙	875
墙上	1039
墙下	8
墙不高	5
墙体	13
墙儿	5
墙全	9
墙内	2
墙刷	9
墙前	5
墙半倒	2
墙后	6
墙垛	18
墙垣	7
墙基	7
墙壁	736
墙外	28
墙太高	2
墙头	95
墙子	15
墙心	3
墙撞个	7
墙有	7
墙来	2
墙根	121
墙根儿	6
墙洞	9
墙用	6
墙皮	15
墙纸	13
墙缝	6
墙脚	20
墙般	4
墙角	259
墙角处	4
墙边	128
墙连墙	4
墙里	20
墙门	4
墙间	6
墙隅	4
墙面	54
增	38
增产	9
增值	22
增减	14
增出	4
增刊	15
增加	619
增加一倍	1
增城	2
增多	65
增大	31
增广	6
增强	77
增援	3
增收	3
增明	9
增殖	10
增汤	1
增添	196
增添光彩	13
增点	4
增生	6
增益	6
增肥	3
增胜	4
增色	9
增设	13
增越	2
增进	28
增进友谊	6
增重	12
增长	164
增高	31
墨	55
墨丘利	1
墨云	3
墨加	2
墨印	8
墨卷	5
墨同	3
墨囊	3
墨子	9
墨守成规	3
墨客	2
墨斗鱼	3
墨染	11
墨氏	4
墨水	93
墨水瓶	2
墨汁	18
墨池	4
墨渍	6
墨点	3
墨画	1
墨盒	14
墨研	7
墨竹	3
墨笔	8
墨绿	21
墨绿色	12
墨能	3
墨色	46
墨荷	12
墨菲	13
墨西哥	164
墨西哥人	10
墨西哥城	29
墨西哥湾	10
墨迹	7
墨镜	58
墨面	12
墨香	6
墨鱼	9
墨黑	10
墩	25
墻	8
墼	4
壁	53
壁上	80
壁儿	9
壁垒	6
壁成	7
壁板	6
壁柜	22
壁橱	70
壁炉	138
壁炉台	8
壁炉架	27
壁球	4
壁画	68
壁纸	23
壁虎	16
壁边	3
壁钟	8
壁龛	19
壅	4
壅塞	5
壑	11
壞詩	8
士	51
士人	4
士兵	329
士卒	2
士只	3
士可杀	1
士大夫	24
士子	3
士官	24
士林	2
士气	26
士瓜	3
士积	2
士绅	4
士风	18
壬	3
壬水旺	5
壮	85
壮丽	61
壮举	28
壮健	12
壮劳力	8
壮士	8
壮士断腕	3
壮壮	3
壮大	24
壮如山	11
壮威	6
壮实	44
壮年	42
壮年时期	2
壮得	3
壮得生	9
壮心	11
壮志	7
壮怀激烈	2
壮思	1
壮景	12
壮汉	10
壮游	2
壮烈	20
壮眼	7
壮着	12
壮硕	7
壮美	7
壮胆	36
壮观	94
壮起	5
壮阔	13
壮阳	6
壮鸡	5
声	1562
声东击西	17
声中	61
声乐	16
声乐家	6
声像	5
声儿	33
声光化电	6
声别	4
声势	25
声势浩大	10
声及	4
声名	49
声名显赫	5
声名狼籍	1
声名狼藉	26
声名鹊起	4
声响	412
声嘶力竭	25
声地	31
声声	26
声外	3
声大	18
声如	12
声威	4
声尖叫	11
声带	32
声张	31
声息	54
声情并茂	6
声扬	8
声援	5
声效	6
声断	1
声明	125
声景	5
声有	4
声望	71
声杂	3
声来	46
声槽	1
声气	4
声气相求	7
声波	7
声浪	7
声用	2
声盖	4
声称	150
声纳	15
声绝	12
声脊	7
声腔	3
声色	28
声色俱厉	13
声言	3
声誉	57
声誉鹊起	7
声讨	26
声调	205
声谢	9
声辩	16
声达	4
声近	4
声道	60
声部	3
声里	16
声量	6
声间	3
声闻	5
声震	16
声音	6011
声音洪亮	8
声音笑貌	8
壳	146
壳子	14
壳质	3
壳里	1
壶	169
壶卢	1
壶嘴	21
壶底	6
壶把	3
壶盖	4
壶里	38
壹号	8
处	1536
处世	35
处世哲学	31
处之泰然	21
处买	13
处事	14
处于	517
处亮	13
处人	3
处以	7
处倒	4
处停	5
处决	32
处分	57
处卧	3
处印	6
处去	29
处受	14
处变不惊	8
处在	215
处地	4
处境	259
处处	255
处女	12
处女作	16
处女地	12
处子	12
处小丛	6
处得	2
处心积虑	10
处惊	3
处成队	3
处所	6
处撞	6
处方	101
处时	2
处有	15
处望	6
处查	2
处死	18
处派	1
处流	9
处涸	1
处理	673
处理品	3
处理机	8
处甥	14
处用	9
处移	7
处站	2
处糊	7
处结	12
处罚	24
处置	138
处著刀	2
处行	2
处该	10
处败	4
处身	8
处长	50
处靠	6
处面	7
备	35
备下	8
备于	9
备份	28
备受	37
备受凌辱	2
备好	10
备妥	10
备忘录	70
备感	12
备战	7
备有	16
备注	4
备用	83
备考	5
备至	9
备觉	6
备课	11
备货	7
备足	5
备齐	19
复	80
复习	25
复交	6
复人	6
复仇	58
复仇者	5
复件	3
复位	4
复信	7
复健	4
复元	3
复兴	44
复写纸	5
复出	11
复函	7
复制	107
复制品	42
复印	31
复印件	3
复原	51
复发	5
复古	34
复叶	4
复合	23
复吸	6
复员	1
复国主义	8
复堂	8
复婚	1
复学	6
复宠	3
复归	8
复得	2
复排	4
复数	3
复斜	2
复旦	5
复旦大学	6
复旧观	4
复明	17
复杂	876
复杂化	4
复杂多变	4
复杂性	19
复查	12
复气	3
复活	91
复活节	32
复现	10
复班起	3
复生	14
复苏	55
复葺	4
复见	4
复议	2
复识	13
复试	5
复诵	6
复读	6
复读机	5
复读生	5
复辟	5
复返	2
复述	36
夏	154
夏之交	6
夏令营	6
夏初	7
夏到	4
夏商	7
夏商周	4
夏多布	7
夏夜	57
夏天	1162
夏威夷	12
夏娃	30
夏季	140
夏安	8
夏安开	8
夏安要	8
夏宫	1
夏家	6
夏尔	21
夏尔会	11
夏尔说	5
夏布	15
夏慕尼	6
夏族	11
夏日	198
夏是	4
夏有	4
夏末	22
夏末秋	14
夏洛	6
夏洛克	3
夏洛穆夫	5
夏目	2
夏目漱石	7
夏草	3
夏蕙	2
夏虫	9
夏装	15
夏迪	14
夏迪斯	7
夏金	6
夏阳	20
夏雨	10
夏风	3
夕	11
夕光	3
夕死	8
夕照	14
夕爷	20
夕阳	205
夕阳余晖	2
夕阳西下	27
外	1158
外乡	3
外乡人	54
外事	10
外交	29
外交关系	7
外交史	1
外交官	51
外交家	14
外交政策	8
外交活动	6
外交界	4
外交部	17
外人	155
外人道	4
外企	3
外传	26
外伤	17
外侧	32
外公	1407
外冲	11
外凤翥街	6
外出	258
外出服	2
外划	7
外别	2
外力	14
外办	8
外加	127
外务省	9
外卖	21
外去	8
外县	2
外双溪	6
外号	103
外向	1
外商	1
外围	11
外围地区	1
外国	440
外国人	352
外国文学	18
外国游客	15
外国籍	2
外国语	43
外国货	1
外圈	2
外在美	3
外地	191
外地人	69
外场	12
外型	5
外墙	7
外壁	7
外壳	62
外处	7
外太空	11
外头	135
外套	365
外婆	1346
外婆家	28
外子	4
外孙	43
外孙女	37
外宾	30
外寇	6
外层	7
外屋	21
外带	21
外延	18
外开	2
外形	91
外快	16
外患	2
外戚	3
外扩散	4
外拉得	3
外拉来	3
外挂式	2
外挤	3
外掉	11
外排	5
外放	4
外敌	3
外敷	5
外文	38
外文书	1
外文系	8
外方	6
外族	8
外星	41
外星人	138
外是	1
外景	8
外景地	4
外有	18
外望	3
外村	15
外来	70
外来人	15
外来人口	4
外来人员	4
外来文化	19
外来者	28
外来词	16
外来语	1
外来货	8
外校	7
外比	5
外气	4
外求	13
外汇	6
外汇储备	5
外汇券	10
外泄	9
外泼	2
外派	15
外流	14
外涨	3
外渗	9
外游	5
外溢	14
外滩	35
外激素	3
外焦里嫩	10
外爷	30
外环路	4
外甥	95
外甥女	20
外田坪	1
外电	11
外界	153
外疹	2
外症	1
外皮	41
外相	4
外省	80
外省人	11
外看	7
外祖母	58
外祖父	22
外祖父母	6
外科	41
外科医生	62
外科手术	35
外移	6
外突	8
外籍	4
外糊	4
外罩	4
外行	93
外行人	25
外行话	6
外衣	232
外表	352
外褂	15
外观	16
外设	1
外语	46
外语外贸	2
外语考试	5
外调	12
外貌	46
外资	1
外跑	4
外路	19
外转	8
外轮	2
外边	352
外过	4
外运	11
外逃	4
外遇	119
外道	4
外部	113
外部环境	8
外重	2
外重门	2
外野手	6
外长	8
外间	37
外院	7
外露	7
外面	2588
外飞	10
夙	5
夙兴夜寐	4
夙夜	7
夙愿	6
多	12164
多一些	55
多一份	8
多一会	5
多一倍	6
多一克	4
多一分	9
多一半	1
多一层	3
多一点	191
多一点点	4
多一笔	4
多万	20
多三到	1
多上	13
多下点	5
多不盖	6
多不贱	3
多个	80
多为	8
多为现	5
多丽丝	11
多久	708
多么	2574
多义	11
多乖	2
多书	11
多买	1
多买些	5
多事	43
多于	72
多亏	60
多云转阴	3
多井	3
多些	46
多产	6
多亮	1
多人	169
多人来	3
多人毁	4
多人要	10
多人长	15
多亿美元	6
多付	7
多以	11
多件	4
多份	7
多会	10
多伦多	10
多位	13
多余	263
多佛	25
多作	9
多俗	5
多像	26
多元	51
多元化	8
多克	13
多全	1
多公里	3
多兰	12
多写	3
多冷	3
多出	40
多分钟	13
多则	11
多利	2
多到	3
多前	2
多功能厅	6
多加	43
多动症	3
多半	499
多半会	28
多半天	9
多半年	9
多半截	11
多厚	7
多去	12
多双	5
多变	14
多只	3
多可心	1
多吃点	15
多吐蕾	4
多味	5
多喜爱	4
多喝水	9
多嘴	57
多嘴多舌	23
多地	33
多坏	8
多坑	8
多型	4
多垫	3
多声	2
多处	23
多备	13
多多	116
多多关照	13
多多少少	50
多多指教	2
多多益善	19
多大	198
多大个	4
多大产	3
多大点	6
多天	19
多好	229
多如牛毛	12
多妙	6
多姆	7
多姿	26
多姿多彩	4
多娇	1
多媒体	1
多媒体电脑	8
多子	1
多孔	27
多学	8
多家	22
多寡	7
多少	3625
多少倍	10
多少年来	70
多少度	10
多尔	46
多层	15
多属	5
多山	4
多岁	49
多巧	2
多带	13
多干	1
多年	1062
多年不见	16
多年未见	2
多年生	35
多弄点	3
多强	10
多彩	9
多彩多姿	2
多彩的	6
多彻	12
多得	78
多得多	64
多得很	46
多得是	6
多德	13
多心	29
多快	6
多快好省	3
多念	5
多念要	9
多态	15
多思	3
多情	94
多想	65
多愁	3
多愁善感	21
多所	6
多才	8
多才多艺	7
多扬	9
多折	9
多报	3
多指	11
多挤	9
多损	13
多掌	4
多播	5
多收	13
多放	29
多放点	14
多教	3
多散	2
多数	435
多数派	6
多斯	5
多方	34
多方面	7
多日	46
多时	41
多明	14
多明戈	11
多星期	9
多晚	6
多普勒	2
多替	5
多月	64
多有	16
多条	2
多极	3
多枚	6
多枝	8
多染	2
多柳	7
多树	2
多样	11
多样化	4
多根	4
多格	5
多梦	7
多棒	10
多森	4
多次	400
多次重复	9
多此一举	19
多毛	34
多水	5
多汁	27
多油	10
多泡	5
多活	14
多淋	9
多添	3
多灾多难	4
多点	52
多照	6
多爱	4
多猎	2
多猫	5
多瑙河	16
多瓶	4
多生	7
多用	38
多留	5
多番	6
多疑	53
多疤	8
多疼	5
多病	27
多直	8
多眼	5
多着呢	34
多知	3
多短	9
多石	4
多神	4
多离	7
多种	165
多种多样	22
多种经营	6
多种语言	8
多端	8
多笑	6
多管闲事	31
多管齐下	5
多米	7
多米尼克	8
多米诺	3
多米诺骨牌	4
多糖	4
多级	8
多纳	145
多纸	6
多结	3
多绕	1
多绝	21
多维尔	26
多维科	10
多罗	15
多置	8
多美	24
多者	8
多耗	3
多耸起	5
多肉	3
多色	2
多花	12
多苦	7
多英里	3
多菜	1
多萝西	6
多蒙	9
多虑	15
多蠢	4
多血	9
多要	23
多见	10
多角	5
多言	3
多认	4
多话	11
多说无益	2
多读	14
多谈	3
多谋	6
多谢	37
多贵	4
多费	7
多费唇舌	3
多趟	5
多路	3
多辣	13
多达	17
多过	16
多进	4
多远	51
多选	3
多造	10
多遍	1
多邪	13
多酒	12
多酷	2
多醒	2
多采	8
多采多姿	1
多里路	9
多重	23
多重人格	7
多重性	3
多野树	2
多钟	2
多钱	96
多错	2
多长	51
多长时间	83
多门	6
多问	16
多闻	54
多难	10
多雨	6
多雪	2
多雷	5
多雾	4
多青	3
多靠	3
多面性	1
多面手	5
多页	24
多顿	2
多高	24
多鸟	4
多鹤	6
多鹤来	2
夜	292
夜下	1
夜不动	2
夜不成寐	3
夜不深	7
夜不能寐	14
夜不闭户	4
夜中	3
夜以继日	19
夜会	5
夜光	22
夜凉	3
夜凉如水	1
夜出晨	5
夜半	100
夜半钟声	3
夜叉	3
夜叫	4
夜后	3
夜哭	12
夜声	6
夜壶	31
夜复	8
夜夜	91
夜大学	3
夜宴	23
夜宵	35
夜宿	15
夜巡	3
夜工	6
夜巳经	4
夜市	17
夜幕	57
夜幕沉沉	1
夜幕降临	53
夜店	22
夜总会	81
夜愈	3
夜意	11
夜摊	3
夜是	3
夜晚	951
夜景	7
夜来	16
夜来香	4
夜校	38
夜梦	4
夜泊	3
夜深	48
夜深人静	47
夜游	21
夜游神	4
夜灯	3
夜猫子	18
夜班	109
夜班车	13
夜生活	38
夜盲症	16
夜程表	1
夜空	207
夜船	2
夜色	221
夜莺	19
夜行	17
夜行人	3
夜话	14
夜读	13
夜贼	15
夜路	50
夜车	16
夜郎	8
夜郎自大	1
夜酒	6
夜里	1055
夜长	4
夜间	257
夜间工作	4
夜间部	6
夜闻	4
夜阑	7
夜阑人静	13
夜雨	44
夜雾	2
夜霜	4
夜风	25
夜驾	2
夜鸟	8
夜鹭	3
夜鹰	1
夜黑	8
够	889
够不上	21
够不够	19
够不着	41
够买	24
够交情	10
够力	7
够劲	6
够吃	24
够呛	45
够味儿	18
够得上	13
够得着	5
够快	8
够意思	8
够戗	8
够打	6
够晚	2
够朋友	7
够本	16
够格	42
够用	45
够瞧的	12
够重	17
夥人	2
夥伴	6
大	11986
大一	37
大一岁	12
大一统	11
大丈夫	70
大三	45
大三元	6
大三巴	1
大上	15
大下	11
大不一样	18
大不了	108
大不如前	2
大不敬	12
大不相同	46
大专	19
大专院校	4
大业	45
大个	26
大个儿	13
大个子	72
大中华	4
大中小型	11
大丰收	12
大串	17
大串联	4
大为	159
大为吃惊	13
大为异趣	1
大为惊异	15
大为改观	6
大丽花	12
大举	2
大久	2
大义	13
大义凛然	4
大义灭亲	10
大乐	2
大乘	3
大书	25
大书中	3
大书特书	2
大书读	6
大乱	18
大事	366
大事不好	2
大事儿	12
大事记	12
大二	17
大于	62
大井	2
大些	20
大亨	23
大亮	29
大人	809
大人先生	17
大人物	112
大仁	10
大仗	11
大仲马	14
大件	31
大份	1
大伊风	3
大众	128
大众传播	10
大众化	3
大众文化	1
大众汽车	1
大伙	264
大伙儿	86
大伙房	5
大会	241
大伞	9
大伤脑筋	6
大伯	79
大伯子	2
大伯母	3
大伯父	6
大佑	2
大佑说	2
大佑轻	2
大体	110
大体上	68
大体说来	1
大佛	14
大作	47
大佬	18
大使	371
大使馆	37
大侠	9
大便	28
大修	7
大倒	6
大做文章	6
大儒	9
大儿子	46
大元	5
大全	21
大公	6
大公报	6
大公无私	6
大公鸡	2
大关	14
大兴	12
大兴土木	3
大兴安岭	21
大兵	9
大典	10
大冈越	8
大冒	6
大冒险	3
大写字母	12
大写意	4
大军	49
大冢	4
大凉山	1
大减	29
大减价	14
大凡	78
大出	16
大出血	7
大刀	28
大刀阔斧	3
大切	3
大则	4
大利	22
大别	5
大别山	8
大到	62
大前天	12
大前年	13
大前提	5
大力	125
大力士	10
大功	9
大功告成	13
大加	6
大动干戈	5
大动脉	6
大劫案	3
大劲	13
大势	26
大势已去	1
大势所趋	12
大勺	3
大包	68
大包大揽	2
大化	15
大匙	6
大十晕	6
大千	5
大千世界	39
大半	198
大半个	48
大半夜	2
大半天	28
大半年	24
大半截	6
大半杯	5
大半瓶	1
大半生	8
大半辈子	11
大华	9
大卖	14
大卡	3
大卡车	33
大卫	35
大卫王	2
大印	6
大厅	543
大厢	27
大厢板	36
大厦	144
大厨	120
大又圆	7
大叉	8
大发	34
大发横财	4
大发议论	4
大发雷霆	46
大叔	228
大取	2
大受	9
大受欢迎	15
大口	165
大叫	743
大可	23
大可不必	45
大可卖	3
大叶	4
大号	14
大吃	3
大吃一惊	266
大吃一顿	4
大吃大喝	7
大合唱	32
大吉	6
大同	13
大同小异	24
大名	139
大名鼎鼎	49
大后天	5
大后方	1
大吵	19
大吵一架	4
大吵大闹	25
大吼	25
大吼大叫	15
大呼	29
大呼小叫	68
大咬一口	4
大哥	700
大哭	198
大哲有	10
大唐	12
大喊	268
大喊大叫	117
大喘	3
大喜	45
大喜大悲	4
大喜过望	14
大喝	11
大喝一声	55
大嗓门	25
大嘴	23
大嘴巴	16
大噪	3
大嚷	52
大嚼	42
大四	26
大团	1
大团结	3
大国	28
大圆	12
大圈	5
大圣	12
大地	422
大地春回	4
大地构造	6
大坏蛋	9
大坑	34
大块	136
大块头	31
大坝	135
大垂	1
大型	162
大型超市	20
大城	12
大城市	198
大堂	106
大堆	28
大堤	18
大增	35
大声	1361
大声喊叫	32
大声嚷嚷	14
大声疾呼	20
大处着眼	3
大多	417
大多数	844
大大	247
大大减少	15
大大咧咧	25
大大增加	6
大大小小	114
大大提高	12
大大方方	45
大大的	230
大大简化	2
大大缩短	4
大大降低	6
大天白日	2
大夫	560
大失	6
大失所望	23
大头	167
大头照	1
大头菜	18
大头针	3
大奖	4
大奖赛	6
大套	5
大奸	3
大好	33
大好事	7
大好人	28
大好形势	7
大好时光	7
大好时机	3
大好机会	7
大如	11
大如拳	4
大如斗	4
大妈	50
大妮	12
大姐	59
大姑	12
大姑娘	33
大姑子	2
大娘	245
大婆	5
大婶	130
大嫂	89
大嫂子	26
大字	222
大字报	100
大学	1614
大学堂	16
大学士	3
大学教授	17
大学校园	11
大学校长	4
大学毕业	124
大学生	213
大学老师	21
大宅	26
大宅门	4
大宗	8
大官	39
大宝	7
大客	8
大客厅	17
大客车	9
大害	10
大宴	6
大宴宾客	6
大家	6260
大家乐	4
大家伙	53
大家伙儿	1
大家庭	114
大家族	22
大家闺秀	6
大家风范	2
大富翁	12
大寨	38
大寺	16
大寿	9
大将	25
大将军	1
大将风度	1
大小	593
大小不一	12
大小不等	21
大小事	8
大小便	13
大少	5
大少爷	8
大尾	2
大局	12
大屋	11
大屏幕	66
大展	2
大展宏图	13
大屠杀	32
大山	109
大岔	9
大岛	10
大岭	2
大峡谷	5
大嵩阳	10
大川	4
大巴	23
大巴车	5
大布	2
大师	373
大师傅	3
大师级	7
大帝	5
大帽子	12
大幅	34
大幅度	40
大幕	11
大干	6
大干一场	11
大平	3
大年	7
大年三十	16
大年初一	17
大年夜	57
大庄	2
大庆	18
大庆油田	6
大床	19
大店	5
大庙	6
大度	26
大庭广众	41
大开	103
大开杀戒	6
大开眼界	15
大异其趣	7
大弊	3
大弓	3
大弟	13
大张	16
大张挞伐	3
大张旗鼓	27
大当	11
大彻大悟	20
大得	178
大得人心	1
大得多	90
大德	17
大忌	29
大志	13
大忙	63
大快朵颐	11
大怒	58
大急	5
大恩	3
大恶	3
大悟	6
大悦	7
大情圣	16
大惊失色	56
大惊小怪	90
大惑	7
大惑不解	28
大意	82
大感	15
大愿	9
大慈大悲	11
大戏	7
大成	12
大战	85
大户	18
大户人家	17
大房子	54
大手	51
大手大脚	8
大手笔	5
大打出手	7
大扫除	27
大批	103
大批大批	9
大把大把	48
大报	6
大抵	109
大拇指	75
大捆	6
大捞	4
大捧大捧塞	4
大排	1
大排场	5
大排档	97
大排行	16
大提琴手	11
大摇其头	3
大摇大摆	55
大撑	9
大撒把	7
大擂	7
大放厥词	8
大放异彩	7
大放悲声	5
大效	2
大敌	20
大散关	4
大文	19
大料	5
大新	18
大方	88
大方之家	4
大方向	5
大旗	18
大无畏	14
大日	4
大早	22
大旱	8
大时	5
大昌	4
大明	14
大明湖	6
大春	2
大是	2
大显身手	18
大晴天	12
大智度	4
大智若愚	6
大暴雨	4
大曲	6
大有	168
大有作为	8
大有分别	1
大有希望	9
大木	9
大本	14
大本营	11
大朵	18
大杀风景	3
大杂烩	6
大杂院	10
大权	14
大李	4
大材小用	17
大杯	19
大板	18
大板车	8
大林	410
大枣	11
大枪	1
大染缸	7
大柜	1
大柱子	16
大柳树	5
大柴	3
大栅	7
大栅栏	9
大树	159
大树下	25
大树枝	2
大桃	6
大案	6
大桥	24
大桶	20
大梁	19
大梅	2
大梦	2
大梦初醒	9
大梨	5
大棒	6
大森	11
大椒	13
大楼	312
大概	3172
大榆树	10
大槐树	17
大模大样	28
大款	36
大正	7
大步	112
大步流星	45
大武山	8
大殓	7
大段	35
大殿	38
大母	4
大气	62
大气候	4
大气压	5
大气层	23
大水	77
大水池	4
大汉	110
大汗	9
大汗淋漓	61
大江	14
大江东去	13
大江健三郎	5
大江南北	9
大河	68
大河上下	2
大治	3
大法	2
大波	8
大泥	14
大泽	86
大洋	82
大洋彼岸	7
大洞	14
大洲	10
大流氓	5
大浪	46
大海	633
大涤子	35
大涨	2
大清	9
大清早	59
大清真寺	4
大湖	17
大溪	1
大溪地	3
大滴	16
大漠	77
大潭	4
大潮	24
大澜	8
大火	87
大灯	14
大灰狼	9
大灾难	5
大炉	5
大炮	31
大炮仗	9
大点	15
大炼钢铁	6
大烟	24
大烟囱	4
大热	7
大热天	21
大煞风景	6
大爱	24
大爷	365
大片	269
大片大片	17
大牌	5
大牙	5
大牛	9
大牢	22
大狗	96
大狗待	3
大独裁者	8
大猩猩	24
大猪	2
大猫	12
大王	69
大珠小珠落玉盘	7
大班	12
大理	12
大理石	132
大瓣	3
大瓦数	4
大瓶	10
大生	4
大用处	8
大田	6
大男子主义	8
大略	22
大疮	1
大病	68
大白	30
大白于天下	14
大白天	33
大白痴	5
大白菜	61
大白话	6
大白鲨	4
大百科全书	1
大盆	4
大盆里	12
大盒	2
大盗	36
大盘	81
大直	24
大相	2
大相径庭	53
大眼	10
大眼失	7
大眼瞪	9
大着	15
大睡	18
大石	9
大石头	103
大砍刀	11
大碍	17
大碗	165
大碟	8
大礼	10
大礼堂	11
大礼拜	4
大礼服	5
大神	11
大祭司	2
大祸	39
大祸临头	3
大福	6
大禹	6
大禽	4
大稀	2
大窗	12
大窘	2
大竹	5
大笑	474
大笑一声	6
大笑不止	13
大笑话	16
大笔	32
大笔一挥	6
大笔如椽	1
大笨象	5
大筋	6
大筐	18
大管家	8
大箱	17
大箱子	9
大篇幅	2
大篷车	8
大米	52
大米粥	5
大米饭	4
大粒	3
大粪	10
大糖	2
大红	39
大红大紫	9
大红大绿	6
大红花	2
大红袍	13
大约	1459
大纲	14
大纸	1
大纹	6
大练	2
大绿	2
大缸	11
大罐	2
大网	6
大罪	7
大羊	36
大美	3
大美人	8
大群	29
大羹	5
大老	2
大老爷	19
大老爷们儿	8
大老碗	3
大老远	18
大考	4
大者	1
大而	45
大而乏	9
大而化之	3
大而无当	16
大而空	2
大耳呱	4
大肆	35
大肆宣扬	4
大肉	19
大肚	7
大肚子	64
大肚皮	8
大肠	8
大肥片	3
大胀	7
大胆	228
大背	5
大胡子	82
大脑	616
大脑皮层	16
大脚	13
大脚板	1
大脸	14
大腹便便	20
大腿	372
大腿骨	10
大臣	193
大自	2
大自然	471
大致	251
大致相同	12
大致说来	19
大舌头	2
大船	94
大节	11
大芜	2
大花	6
大花脸	3
大英	3
大英博物馆	18
大英帝国	34
大英百科全书	3
大获	4
大菜	9
大萝卜	9
大营	5
大董	8
大葱	55
大蒜	88
大虎	1
大虾	26
大蛋来	6
大蟒	7
大蟹	11
大行其道	27
大行星	5
大街	1306
大街小巷	41
大衣	649
大衣柜	17
大袋	5
大褂	13
大襟	30
大西北	11
大西洋	101
大西洋城	5
大西门	26
大观	3
大观园	28
大观楼	5
大观览车	6
大规模	81
大觉	7
大角	90
大言	3
大言不惭	32
大计	11
大讲	11
大讲堂	3
大许	1026
大词	4
大话	9
大谈	44
大谬	7
大谬不然	4
大谷	14
大豆	46
大象	732
大象无形	1
大豪杰	5
大贝	7
大财	32
大贤	3
大败	4
大赛	32
大赞	7
大赢	10
大赢家	6
大赦	6
大赦天下	5
大起	8
大起大落	4
大跃进	41
大跌	27
大路	86
大路货	9
大踏步	54
大车	62
大转弯	28
大轿车	10
大辩论	3
大过	17
大运	8
大运河	8
大进	6
大逆不道	19
大选	10
大通银行	20
大道	306
大道理	35
大邦	9
大邱庄	4
大部	15
大部份	9
大部分	614
大部头	14
大都	383
大都会	54
大都市	68
大酒	17
大酒店	19
大酒楼	3
大酱	15
大醉	16
大野	20
大量	619
大针	2
大钝	2
大钞	27
大钟	54
大钟寺	2
大钢琴	1
大钱	18
大铁	6
大铜马	6
大银盾	6
大锁	17
大锅	101
大锅菜	12
大锅饭	15
大错	26
大错特错	21
大锣	13
大锤	32
大門口	5
大门	620
大门口	170
大闸	8
大闸蟹	26
大闹	10
大闹天宫	1
大闺女	10
大队	49
大队人马	2
大队长	18
大阪	30
大陆	436
大限	19
大院	76
大院里	9
大隐	16
大难	33
大难不死	6
大难临头	16
大雁	143
大雄宝殿	5
大雅	46
大雅之堂	13
大集	2
大雕	12
大雨	140
大雨倾盆	18
大雨天	8
大雨如注	8
大雨滂沱	11
大雪	219
大雪纷飞	8
大雾	3
大霉	5
大青包	5
大青山	12
大非	6
大靠	1
大面	6
大面积	23
大革命	12
大颗	50
大题目	2
大额	6
大風	8
大风	114
大风大浪	23
大风雨	5
大风雪	6
大食家	8
大餐	40
大饭店	19
大饱膈	2
大饼	31
大马	14
大马路	25
大驾	11
大驾光临	6
大骂	88
大骗子	8
大髻	2
大鱼	50
大鱼吃	5
大鱼大肉	25
大鱼缸	2
大鸟	17
大鸟样	11
大鸟装	7
大鸣	16
大鸣大放	7
大鸿楼	5
大鹅	8
大鹏	1
大鹏鸟	7
大鹰	7
大麦	22
大麻	25
大麻烟	1
大黄	12
大黄蜂	8
大黑	4
大鼓	13
大龄	22
大龙	65
天	2049
天一	40
天一亮	49
天上	568
天上人间	8
天上掉	39
天上飞	16
天下	616
天下事	25
天下人	11
天下兴亡	4
天下大乱	3
天下太平	25
天下无敌	7
天下杂志	6
天下父母	7
天下第一	46
天下英雄	10
天不怕地	7
天不生	3
天为	6
天主	5
天主教	66
天主教会	13
天主教徒	39
天之涯	7
天之道	9
天之骄子	6
天乐	10
天书	18
天井	113
天亦老	5
天亮	366
天人	5
天人合一	9
天仙	15
天仰	11
天价	27
天份	2
天会	5
天伦	12
天伦之乐	17
天似	3
天佑	17
天体	26
天作之合	2
天使	733
天倒	2
天假	2
天像	9
天儿	14
天光	10
天光云影	13
天公	5
天兵天将	9
天冷	12
天冷得	3
天冷时	7
天冻	3
天凉	15
天分	65
天刚	18
天刚亮	18
天前	6
天南地北	18
天南海北	4
天只	4
天台	9
天各一方	12
天后	12
天后宫	4
天启	4
天吾	6
天呀	28
天呐	18
天呵	10
天命	27
天唱	4
天喻	1
天国	62
天圆	2
天圆地方	4
天在	14
天地	302
天地万物	8
天地会	8
天地间	68
天坛	13
天堂	524
天塌地陷	4
天壤之别	33
天外	11
天外有天	20
天外飞来	2
天多	9
天大	77
天天	1129
天天向上	17
天太热	3
天妇	7
天姿	10
天子	7
天宇	11
天安门	20
天安门城楼	5
天安门广场	11
天定	10
天宝	4
天富	8
天寒	14
天寒地冻	51
天将	9
天尚	2
天就亮	9
天山	12
天崩地裂	11
天差地别	3
天差地远	4
天已	36
天幕	23
天平	268
天庆	12
天底下	14
天府之国	3
天座	4
天庭	25
天开	5
天式	3
天微微	2
天心	22
天快	34
天性	252
天恩	18
天意	43
天慈	4
天成	4
天才	426
天才儿童	2
天打雷劈	2
天择	7
天授	6
天摇地动	6
天敌	18
天数	22
天文	6
天文单位	2
天文台	20
天文学	11
天文学家	32
天文家	2
天斗	2
天方夜	4
天方夜谭	53
天旋地转	19
天无目	3
天无眼	6
天无绝人之路	8
天日	20
天时	6
天明	63
天昏地暗	11
天星	1
天是	66
天晓得	45
天晚	9
天晴	55
天暗	13
天有	7
天朝	9
天未大亮	5
天机	29
天杀	3
天来	21
天柱	1
天桥	41
天梯	15
天棚	24
天正	6
天气	904
天气情况	1
天气晴朗	29
天气炎热	16
天气预报	46
